date,GBP/JPY_O,GBP/JPY_H,GBP/JPY_L,GBP/JPY_C
2019-12-08,142.65,142.91,142.44,142.66
2019-12-06,143.097,143.147,142.334,142.65
2019-12-05,142.629,143.252,142.58,143.09
2019-12-04,141.149,142.789,140.81,142.642
2019-12-03,141.13,141.715,140.89,141.158
2019-12-02,141.398,141.82,140.869,141.115
2019-12-01,141.41,141.5,141.26,141.398
2019-11-29,141.349,141.687,141.09,141.59
2019-11-28,141.8,141.801,141.22,141.349
2019-11-27,140.26,141.858,140.02,141.794
2019-11-26,140.523,140.903,139.96,140.239
2019-11-25,139.645,140.627,139.58,140.527
2019-11-24,139.63,139.84,139.503,139.646
2019-11-22,140.22,140.513,139.288,139.41
2019-11-21,140.19,140.927,139.95,140.203
2019-11-20,140.34,140.488,139.65,140.179
2019-11-19,140.713,140.935,140.09,140.298
2019-11-18,140.447,141.575,140.33,140.715
2019-11-17,140.35,140.69,140.35,140.448
2019-11-15,139.64,140.48,139.6,140.48
2019-11-14,139.8,139.86,139.37,139.623
2019-11-13,140.008,140.26,139.41,139.775
2019-11-12,140.17,140.59,139.92,140.008
2019-11-11,139.72,140.49,139.34,140.188
2019-11-10,139.54,139.82,139.54,139.693
2019-11-08,140.07,140.209,139.39,139.6
2019-11-07,140.062,140.535,139.47,140.047
2019-11-06,140.543,140.653,139.84,140.049
2019-11-05,139.89,140.75,139.85,140.554
2019-11-04,140.0,140.24,139.775,139.867
2019-11-03,140.01,140.1,139.846,139.993
2019-11-01,139.71,140.18,139.62,139.98
2019-10-31,140.39,140.689,139.58,139.712
2019-10-30,140.09,140.509,139.93,140.387
2019-10-29,140.1,140.536,139.44,140.044
2019-10-28,139.477,140.259,139.318,140.076
2019-10-27,139.375,139.53,139.232,139.475
2019-10-25,139.45,139.804,139.0,139.39
2019-10-24,140.33,140.74,138.84,139.448
2019-10-23,139.92,140.429,139.06,140.324
2019-10-22,140.79,141.124,139.49,139.913
2019-10-21,139.845,141.359,139.64,140.783
2019-10-20,140.19,140.532,139.46,139.839
2019-10-18,139.79,140.801,139.32,140.61
2019-10-17,139.34,141.505,138.6,139.79
2019-10-16,138.93,140.102,137.49,139.33
2019-10-15,136.625,139.317,136.43,138.921
2019-10-14,137.142,137.155,135.47,136.625
2019-10-13,136.81,137.35,136.54,137.142
2019-10-11,134.159,137.899,133.961,137.06
2019-10-10,130.772,134.56,130.7,134.158
2019-10-09,130.82,131.822,130.62,130.75
2019-10-08,131.77,132.121,130.4,130.819
2019-10-07,131.78,132.243,131.28,131.746
2019-10-06,131.51,131.81,131.202,131.775
2019-10-05,131.88,131.88,131.88,131.88
2019-10-04,131.853,131.992,131.25,131.88
2019-10-03,131.81,132.547,131.46,131.859
2019-10-02,132.385,132.553,131.55,131.805
2019-10-01,132.81,133.357,131.75,132.381
2019-09-30,132.6,133.338,132.45,132.807
2019-09-29,132.74,132.94,132.523,132.603
2019-09-27,132.881,133.281,132.29,132.62
2019-09-26,133.149,133.291,132.35,132.884
2019-09-25,133.802,134.012,132.81,133.149
2019-09-24,133.68,134.61,133.52,133.801
2019-09-23,134.31,134.548,133.32,133.674
2019-09-22,134.34,134.45,134.09,134.307
2019-09-20,135.28,135.75,134.055,134.23
2019-09-19,135.24,135.518,134.24,135.28
2019-09-18,135.16,135.664,134.57,135.236
2019-09-17,134.365,135.427,133.96,135.153
2019-09-16,134.72,134.77,133.85,134.34
2019-09-15,134.72,134.868,134.032,134.72
2019-09-13,133.41,135.2,133.28,135.2
2019-09-12,132.93,133.642,132.14,133.396
2019-09-11,132.831,133.37,132.65,132.93
2019-09-10,132.36,132.916,131.99,132.831
2019-09-09,131.319,132.56,130.78,132.355
2019-09-08,131.26,131.335,130.91,131.317
2019-09-06,131.93,132.128,131.213,131.29
2019-09-05,130.223,132.158,129.89,131.926
2019-09-04,128.106,130.437,127.92,130.223
2019-09-03,128.14,128.251,126.64,128.108
2019-09-02,129.05,129.317,127.85,128.132
2019-09-01,129.17,129.19,128.582,129.039
2019-08-31,129.27,129.27,129.27,129.27
2019-08-30,129.78,129.82,129.041,129.27
2019-08-29,129.52,130.034,128.94,129.751
2019-08-28,129.932,130.07,128.45,129.516
2019-08-27,129.68,130.385,128.98,129.91
2019-08-26,128.666,130.142,128.51,129.672
2019-08-25,128.91,128.96,128.17,128.663
2019-08-23,130.4,130.559,128.97,129.53
2019-08-22,129.31,130.697,128.73,130.386
2019-08-21,129.3,129.672,128.86,129.259
2019-08-20,129.26,129.631,128.24,129.26
2019-08-19,129.42,129.55,128.94,129.258
2019-08-18,129.19,129.49,129.042,129.416
2019-08-16,128.35,129.573,128.13,129.23
2019-08-15,127.58,128.982,127.54,128.3
2019-08-14,128.56,128.67,127.45,127.56
2019-08-13,127.15,129.225,126.78,128.558
2019-08-12,127.067,127.516,126.52,127.145
2019-08-11,127.19,127.7,126.95,127.065
2019-08-09,128.52,128.748,126.94,127.19
2019-08-08,128.858,129.331,128.201,128.513
2019-08-07,129.43,129.525,128.19,128.851
2019-08-06,128.47,130.069,128.24,129.423
2019-08-05,129.54,129.576,128.09,128.449
2019-08-04,129.45,129.69,129.098,129.54
2019-08-02,130.33,130.42,129.05,129.63
2019-08-01,132.217,132.555,129.915,130.325
2019-07-31,132.07,132.994,131.81,132.217
2019-07-30,133.04,133.07,131.58,132.064
2019-07-29,134.512,134.522,132.836,133.043
2019-07-28,134.63,134.67,134.39,134.501
2019-07-26,135.28,135.41,134.391,134.56
2019-07-25,135.04,135.671,134.68,135.281
2019-07-24,134.61,135.277,134.22,135.036
2019-07-23,134.61,134.987,134.29,134.602
2019-07-22,134.82,135.09,134.379,134.602
2019-07-21,134.79,134.88,134.371,134.823
2019-07-19,134.68,135.007,134.53,134.64
2019-07-18,134.22,134.83,133.82,134.673
2019-07-17,134.31,134.624,133.94,134.2
2019-07-16,135.03,135.263,133.94,134.308
2019-07-15,135.643,135.848,134.92,135.027
2019-07-14,135.44,135.75,135.165,135.643
2019-07-12,135.9,136.023,135.48,135.73
2019-07-11,135.51,136.055,135.05,135.905
2019-07-10,135.674,136.059,135.433,135.49
2019-07-09,136.11,136.284,135.36,135.671
2019-07-08,135.93,136.135,135.51,136.103
2019-07-07,135.76,136.01,135.66,135.929
2019-07-05,135.62,136.045,135.46,135.85
2019-07-04,135.61,135.719,135.41,135.615
2019-07-03,135.86,135.91,135.15,135.59
2019-07-02,136.979,137.138,135.747,135.858
2019-07-01,137.774,137.774,136.71,136.978
2019-06-30,137.22,137.791,137.22,137.775
2019-06-28,136.57,137.204,136.24,136.91
2019-06-27,136.74,137.334,136.351,136.556
2019-06-26,136.04,136.896,135.92,136.73
2019-06-25,136.68,136.844,135.725,136.021
2019-06-24,136.828,137.13,136.421,136.678
2019-06-23,136.64,136.831,136.47,136.824
2019-06-21,136.38,136.84,135.91,136.71
2019-06-20,136.74,137.179,136.121,136.382
2019-06-19,136.259,137.007,135.76,136.72
2019-06-18,136.1,136.29,135.35,136.26
2019-06-17,136.669,136.935,135.98,136.101
2019-06-16,136.62,136.75,136.38,136.673
2019-06-14,137.4,137.411,136.48,136.71
2019-06-13,137.65,137.785,137.094,137.399
2019-06-12,138.06,138.243,137.53,137.649
2019-06-11,137.58,138.329,137.47,138.057
2019-06-10,137.99,138.259,137.45,137.568
2019-06-09,138.1,138.38,137.936,137.983
2019-06-07,137.606,138.168,137.45,137.79
2019-06-06,137.391,137.808,136.96,137.6
2019-06-05,137.41,137.785,137.17,137.388
2019-06-04,136.74,137.476,136.53,137.408
2019-06-03,136.704,137.123,136.59,136.734
2019-06-02,136.85,136.92,136.6,136.704
2019-05-31,138.19,138.221,136.6,136.77
2019-05-30,138.39,138.738,138.03,138.194
2019-05-29,138.41,138.586,137.84,138.393
2019-05-28,138.91,139.011,138.26,138.414
2019-05-27,139.238,139.644,138.65,138.916
2019-05-26,139.11,139.4,138.955,139.238
2019-05-25,138.97,138.97,138.97,138.97
2019-05-24,138.66,139.492,138.48,138.97
2019-05-23,139.69,139.697,138.5,138.649
2019-05-22,140.42,140.703,139.29,139.688
2019-05-21,140.05,141.737,139.62,140.409
2019-05-20,140.041,140.531,139.67,140.051
2019-05-19,140.26,140.46,139.98,140.041
2019-05-17,140.58,140.685,139.52,139.88
2019-05-16,140.73,140.791,140.18,140.55
2019-05-15,141.565,141.66,140.18,140.732
2019-05-14,141.455,142.177,141.37,141.565
2019-05-13,142.77,142.873,141.17,141.456
2019-05-12,142.94,142.94,142.54,142.77
2019-05-10,142.762,143.239,142.48,142.93
2019-05-09,143.21,143.245,142.21,142.762
2019-05-08,144.11,144.136,143.01,143.208
2019-05-07,145.042,145.37,143.83,144.108
2019-05-06,145.9,145.942,144.752,145.041
2019-05-05,145.1,145.93,145.03,145.897
2019-05-03,145.347,146.508,144.78,146.39
2019-05-02,145.43,145.878,145.06,145.347
2019-05-01,145.25,145.701,145.107,145.434
2019-04-30,144.438,145.381,144.02,145.292
2019-04-29,144.19,144.718,144.14,144.438
2019-04-28,144.29,144.31,143.985,144.245
2019-04-26,143.93,144.459,143.74,144.17
2019-04-25,144.68,144.879,143.748,143.982
2019-04-24,144.713,145.022,144.37,144.74
2019-04-23,145.31,145.629,144.56,144.713
2019-04-22,145.42,145.513,145.19,145.314
2019-04-21,145.44,145.464,145.213,145.418
2019-04-19,145.426,145.58,145.234,145.45
2019-04-18,146.09,146.11,145.26,145.426
2019-04-17,146.04,146.36,145.81,146.066
2019-04-16,146.67,146.758,145.94,145.998
2019-04-15,146.48,147.0,146.32,146.674
2019-04-14,146.47,146.57,146.284,146.479
2019-04-12,145.74,147.015,145.68,146.44
2019-04-11,145.211,145.954,145.11,145.74
2019-04-10,145.09,145.766,144.93,145.211
2019-04-09,145.59,146.054,144.76,145.094
2019-04-08,145.58,145.778,145.07,145.585
2019-04-07,145.59,145.68,145.39,145.579
2019-04-05,145.934,146.549,145.09,145.68
2019-04-04,146.86,146.962,145.65,145.934
2019-04-03,146.16,147.197,146.0,146.855
2019-04-02,145.697,146.445,144.9,146.152
2019-04-01,144.44,146.355,144.36,145.697
2019-03-31,144.42,144.83,144.39,144.439
2019-03-29,144.47,145.495,143.79,144.61
2019-03-28,145.332,145.563,144.181,144.471
2019-03-27,145.98,146.511,145.243,145.332
2019-03-26,145.346,146.467,144.99,145.973
2019-03-25,145.33,145.803,144.61,145.346
2019-03-24,145.17,145.457,144.914,145.327
2019-03-22,145.38,145.751,144.5,145.26
2019-03-21,146.105,146.399,144.12,145.38
2019-03-20,147.75,148.088,145.86,146.08
2019-03-19,147.54,148.058,147.49,147.774
2019-03-18,148.18,148.39,146.99,147.537
2019-03-17,148.07,148.256,148.07,148.173
2019-03-15,147.97,148.381,147.4,148.23
2019-03-14,148.07,148.874,147.36,147.97
2019-03-13,145.58,148.729,145.33,148.065
2019-03-12,147.29,147.579,144.55,145.577
2019-03-11,144.24,147.806,143.69,147.305
2019-03-10,144.5,144.66,143.79,144.238
2019-03-08,145.99,146.183,144.29,144.68
2019-03-07,147.14,147.29,145.76,145.977
2019-03-06,147.11,147.31,146.66,147.14
2019-03-05,147.25,147.789,146.58,147.105
2019-03-04,147.977,148.313,147.08,147.236
2019-03-03,147.92,148.46,147.86,147.96
2019-03-01,147.706,148.572,147.49,147.75
2019-02-28,147.652,148.27,146.96,147.713
2019-02-27,146.56,148.048,146.136,147.651
2019-02-26,145.74,147.061,145.37,146.566
2019-02-25,144.607,145.969,144.43,145.724
2019-02-24,144.76,144.835,144.346,144.607
2019-02-22,144.229,144.754,143.75,144.44
2019-02-21,144.6,144.931,144.05,144.229
2019-02-20,144.43,145.047,144.1,144.587
2019-02-19,142.898,144.702,142.45,144.405
2019-02-18,142.55,143.035,142.506,142.897
2019-02-17,142.47,142.81,142.47,142.55
2019-02-15,141.44,142.42,140.98,142.42
2019-02-14,142.64,143.034,141.27,141.391
2019-02-13,142.407,143.337,142.38,142.628
2019-02-12,141.92,142.638,141.84,142.407
2019-02-11,141.993,142.56,141.705,141.924
2019-02-10,142.23,142.23,141.785,141.995
2019-02-08,142.192,142.52,141.82,141.97
2019-02-07,142.175,142.63,141.1,142.191
2019-02-06,142.46,142.517,141.73,142.179
2019-02-05,143.3,143.56,142.01,142.443
2019-02-04,143.2,144.177,143.08,143.264
2019-02-03,143.14,143.255,142.947,143.126
2019-02-01,142.68,143.502,142.05,143.21
2019-01-31,143.011,143.211,142.22,142.641
2019-01-30,143.02,143.601,142.693,143.011
2019-01-29,143.708,144.486,142.71,143.018
2019-01-28,144.679,144.722,143.57,143.703
2019-01-27,144.6,144.73,144.29,144.672
2019-01-25,143.166,144.843,143.06,144.64
2019-01-24,143.275,143.551,142.69,143.161
2019-01-23,141.69,143.564,141.608,143.275
2019-01-22,141.385,141.936,140.597,141.666
2019-01-21,141.177,141.535,140.66,141.385
2019-01-20,141.37,141.38,140.99,141.171
2019-01-18,141.79,142.083,141.06,141.33
2019-01-17,140.523,142.22,139.49,141.77
2019-01-16,139.719,140.705,138.959,140.513
2019-01-15,139.15,140.433,137.33,139.729
2019-01-14,139.55,140.059,138.57,139.133
2019-01-13,139.32,139.6,139.12,139.522
2019-01-11,138.27,139.486,137.61,139.29
2019-01-10,138.42,138.531,137.42,138.251
2019-01-09,138.288,139.107,137.73,138.415
2019-01-08,138.907,139.438,137.95,138.288
2019-01-07,137.971,139.009,137.59,138.898
2019-01-06,137.91,138.43,137.877,137.972
2019-01-04,136.043,138.304,135.79,138.01
2019-01-03,133.16,136.787,132.89,136.042
2019-01-02,139.678,139.914,131.552,133.122
2019-01-01,139.7,139.95,139.536,139.69
2018-12-31,140.06,140.878,139.5,139.88
2018-12-30,140.1,140.28,139.885,140.015
2018-12-28,140.269,140.377,139.47,140.03
2018-12-27,140.683,140.785,139.695,140.263
2018-12-26,139.69,140.9,139.557,140.68
2018-12-25,140.28,140.31,139.352,139.651
2018-12-24,140.329,140.87,139.903,140.27
2018-12-23,140.16,140.52,139.99,140.311
2018-12-21,140.832,141.17,140.22,140.48
2018-12-20,141.832,142.115,140.57,140.83
2018-12-19,142.243,142.538,141.56,141.83
2018-12-18,142.306,142.658,141.91,142.244
2018-12-17,142.579,143.238,142.13,142.306
2018-12-16,142.54,142.9,142.417,142.589
2018-12-14,143.76,143.86,142.35,142.71
2018-12-13,143.073,143.94,142.974,143.742
2018-12-12,141.6,143.45,141.52,143.073
2018-12-11,142.27,142.933,141.442,141.596
2018-12-10,143.186,143.712,141.15,142.257
2018-12-09,143.66,143.66,142.94,143.188
2018-12-07,144.024,144.225,143.21,143.5
2018-12-06,144.072,144.171,143.218,144.037
2018-12-05,143.38,144.541,143.239,144.053
2018-12-04,144.6,144.761,142.82,143.333
2018-12-03,144.835,145.515,144.15,144.583
2018-12-02,144.97,145.51,144.683,144.836
2018-11-30,144.989,145.292,144.562,144.81
2018-11-29,145.707,145.77,144.49,144.991
2018-11-28,144.92,145.84,144.83,145.695
2018-11-27,145.5,145.53,144.57,144.905
2018-11-26,144.75,145.75,144.62,145.487
2018-11-25,144.97,145.03,144.652,144.712
2018-11-23,145.429,145.53,144.32,144.83
2018-11-22,144.46,145.956,144.23,145.428
2018-11-21,144.152,144.896,144.038,144.438
2018-11-20,144.676,144.917,143.992,144.152
2018-11-19,144.77,145.321,144.28,144.676
2018-11-18,144.76,144.99,144.5,144.757
2018-11-16,144.95,145.45,144.57,144.76
2018-11-15,147.512,147.926,144.23,144.952
2018-11-14,148.338,148.433,146.29,147.512
2018-11-13,146.227,148.731,145.965,148.333
2018-11-12,147.193,147.583,146.04,146.244
2018-11-11,147.05,147.289,146.91,147.193
2018-11-09,149.01,149.03,147.477,147.67
2018-11-08,149.009,149.489,148.588,149.005
2018-11-07,148.55,149.232,148.307,149.028
2018-11-06,147.839,148.714,147.27,148.516
2018-11-05,147.28,147.927,146.83,147.821
2018-11-04,147.45,147.76,147.088,147.263
2018-11-02,146.41,147.26,146.31,146.86
2018-11-01,144.234,146.893,144.0,146.411
2018-10-31,143.689,145.139,143.59,144.233
2018-10-30,143.797,144.397,143.19,143.689
2018-10-29,143.562,144.407,143.31,143.797
2018-10-28,143.64,143.64,143.31,143.56
2018-10-26,144.14,144.158,142.75,143.46
2018-10-25,144.446,145.037,143.956,144.121
2018-10-24,145.893,146.306,144.329,144.444
2018-10-23,146.31,146.408,145.26,145.88
2018-10-22,146.94,147.585,146.01,146.31
2018-10-21,146.97,147.23,146.7,146.935
2018-10-19,146.09,147.334,146.009,147.07
2018-10-18,147.551,147.746,145.78,146.091
2018-10-17,148.08,148.256,147.03,147.55
2018-10-16,147.03,148.407,146.99,148.076
2018-10-15,146.94,147.432,146.48,147.031
2018-10-14,147.31,147.6,146.663,146.943
2018-10-12,148.37,149.007,147.14,147.57
2018-10-11,148.211,148.782,147.79,148.372
2018-10-10,148.548,149.306,147.772,148.211
2018-10-09,148.08,148.759,147.32,148.548
2018-10-08,149.28,149.513,147.47,148.107
2018-10-07,149.04,149.45,148.97,149.265
2018-10-05,148.33,149.271,148.05,149.19
2018-10-04,148.18,148.637,147.674,148.329
2018-10-03,147.54,148.589,147.24,148.184
2018-10-02,148.68,148.714,147.16,147.535
2018-10-01,148.229,149.421,148.2,148.676
2018-09-30,148.04,148.47,148.01,148.229
2018-09-28,148.28,148.646,147.51,148.15
2018-09-27,148.524,148.732,147.57,148.276
2018-09-26,148.88,149.099,148.26,148.524
2018-09-25,147.94,149.025,147.78,148.877
2018-09-24,147.174,148.304,146.92,147.935
2018-09-23,147.144,147.27,146.597,147.174
2018-09-21,149.28,149.717,146.96,147.13
2018-09-20,147.511,149.318,147.32,149.283
2018-09-19,147.95,148.538,147.147,147.51
2018-09-18,146.862,148.015,146.76,147.91
2018-09-17,146.41,147.468,146.287,146.858
2018-09-16,146.422,146.492,146.246,146.416
2018-09-14,146.88,147.026,146.229,146.45
2018-09-13,145.13,146.896,144.99,146.888
2018-09-12,145.345,145.653,144.65,145.132
2018-09-11,144.769,145.926,144.32,145.345
2018-09-10,143.46,145.032,143.04,144.769
2018-09-09,143.51,143.607,143.291,143.455
2018-09-07,143.068,144.437,142.58,143.41
2018-09-06,143.9,144.25,142.92,143.068
2018-09-05,143.302,144.969,142.63,143.898
2018-09-04,143.0,143.383,142.56,143.307
2018-09-03,143.71,143.72,142.777,143.002
2018-09-02,143.85,143.97,143.2,143.684
2018-08-31,144.42,144.705,143.48,143.88
2018-08-30,145.51,145.689,144.232,144.416
2018-08-29,143.072,145.61,142.79,145.511
2018-08-28,143.24,143.669,142.954,143.091
2018-08-27,142.963,143.289,142.5,143.236
2018-08-26,142.864,143.072,142.749,142.963
2018-08-24,142.634,143.26,142.49,142.85
2018-08-23,142.767,143.012,142.4,142.642
2018-08-22,142.056,142.818,141.97,142.769
2018-08-21,140.73,142.682,140.64,142.071
2018-08-20,140.857,141.224,140.648,140.726
2018-08-19,140.69,141.05,140.69,140.857
2018-08-17,141.05,141.169,140.2,140.96
2018-08-16,140.463,141.33,140.18,141.051
2018-08-15,141.45,141.772,139.87,140.463
2018-08-14,141.32,142.478,140.98,141.45
2018-08-13,141.192,141.838,140.21,141.314
2018-08-12,141.35,141.35,140.655,141.19
2018-08-10,142.5,142.56,140.91,141.5
2018-08-09,142.86,143.495,142.33,142.501
2018-08-08,144.13,144.28,142.7,142.854
2018-08-07,144.14,144.442,143.78,144.133
2018-08-06,144.63,144.74,144.02,144.14
2018-08-05,144.66,144.72,144.436,144.63
2018-08-03,145.302,145.548,144.48,144.64
2018-08-02,146.584,146.598,144.98,145.315
2018-08-01,146.602,147.148,146.289,146.58
2018-07-31,145.84,147.012,145.339,146.588
2018-07-30,145.47,145.937,145.36,145.801
2018-07-29,145.41,145.548,145.184,145.47
2018-07-27,145.75,145.78,145.24,145.5
2018-07-26,146.33,146.406,145.704,145.746
2018-07-25,146.21,146.529,145.74,146.323
2018-07-24,145.923,146.33,145.43,146.18
2018-07-23,146.29,146.324,145.65,145.921
2018-07-22,146.272,146.431,145.81,146.288
2018-07-20,146.34,146.663,145.95,146.33
2018-07-19,147.547,147.593,146.14,146.338
2018-07-18,148.06,148.236,146.84,147.544
2018-07-17,148.67,149.1,147.556,148.055
2018-07-16,148.698,149.315,148.49,148.652
2018-07-15,148.629,148.72,148.182,148.698
2018-07-13,148.496,148.73,147.62,148.73
2018-07-12,147.83,148.899,147.77,148.495
2018-07-11,146.976,148.133,146.77,147.838
2018-07-10,146.91,147.794,146.85,146.971
2018-07-09,146.85,147.617,146.09,146.908
2018-07-08,146.74,147.16,146.74,146.844
2018-07-06,146.3,146.81,146.1,146.8
2018-07-05,146.14,146.871,145.816,146.302
2018-07-04,145.79,146.364,145.54,146.123
2018-07-03,145.66,146.386,145.26,145.77
2018-07-02,146.18,146.492,145.16,145.645
2018-07-01,145.91,146.257,145.452,146.171
2018-06-29,144.495,146.33,144.32,146.19
2018-06-28,144.616,144.684,143.75,144.492
2018-06-27,145.53,145.663,144.424,144.621
2018-06-26,145.668,145.76,144.95,145.533
2018-06-25,145.848,146.187,144.67,145.668
2018-06-24,145.85,145.98,145.439,145.848
2018-06-22,145.58,146.651,145.55,145.81
2018-06-21,145.4,146.222,144.57,145.576
2018-06-20,144.93,145.624,144.56,145.377
2018-06-19,146.42,146.45,144.36,144.931
2018-06-18,146.803,146.906,146.07,146.418
2018-06-17,146.878,147.046,146.622,146.804
2018-06-15,146.736,147.071,146.27,146.92
2018-06-14,147.43,147.851,146.619,146.733
2018-06-13,147.661,147.91,147.19,147.415
2018-06-12,147.38,147.988,147.09,147.661
2018-06-11,146.68,147.85,146.635,147.378
2018-06-10,146.845,146.845,146.372,146.665
2018-06-08,147.224,147.443,146.07,146.83
2018-06-07,147.83,148.117,146.88,147.224
2018-06-06,147.19,148.008,147.097,147.829
2018-06-05,146.32,147.23,146.01,147.192
2018-06-04,146.263,146.902,145.816,146.315
2018-06-03,145.97,146.263,145.965,146.261
2018-06-01,144.66,146.306,144.46,146.21
2018-05-31,144.57,145.315,144.1,144.659
2018-05-30,143.99,145.058,143.574,144.568
2018-05-29,145.7,145.72,143.179,143.996
2018-05-28,145.933,146.179,145.297,145.692
2018-05-27,145.63,146.2,145.63,145.933
2018-05-25,146.237,146.725,145.25,145.67
2018-05-24,146.9,147.269,145.66,146.237
2018-05-23,148.88,148.945,145.92,146.894
2018-05-22,149.04,149.731,148.73,148.878
2018-05-21,149.39,149.656,148.785,149.042
2018-05-20,149.144,149.61,149.144,149.388
2018-05-18,149.742,150.012,149.01,149.2
2018-05-17,149.18,149.846,149.03,149.742
2018-05-16,148.84,149.21,148.15,149.181
2018-05-15,148.77,149.201,148.35,148.833
2018-05-14,148.15,149.068,148.039,148.762
2018-05-13,148.085,148.194,147.945,148.147
2018-05-11,147.9,148.49,147.559,148.16
2018-05-10,148.7,149.31,147.45,147.9
2018-05-09,147.78,149.2,147.7,148.691
2018-05-08,147.98,148.078,147.02,147.788
2018-05-07,147.667,148.263,147.31,147.975
2018-05-06,147.461,147.78,147.461,147.65
2018-05-04,148.13,148.294,147.04,147.65
2018-05-03,149.08,149.465,147.57,148.125
2018-05-02,149.58,150.126,148.974,149.072
2018-05-01,150.464,150.634,149.12,149.611
2018-04-30,150.34,150.843,149.82,150.464
2018-04-29,150.29,150.38,150.113,150.342
2018-04-27,152.15,152.279,150.172,150.23
2018-04-26,152.45,152.732,151.948,152.157
2018-04-25,152.19,152.57,152.06,152.45
2018-04-24,151.48,152.602,151.378,152.185
2018-04-23,150.944,151.648,150.85,151.473
2018-04-22,150.85,151.03,150.68,150.944
2018-04-20,151.25,151.704,150.605,150.7
2018-04-19,152.31,152.959,151.068,151.249
2018-04-18,152.99,153.632,152.04,152.306
2018-04-17,153.58,153.755,152.76,152.992
2018-04-16,153.102,153.764,152.628,153.573
2018-04-15,152.835,153.25,152.835,153.099
2018-04-13,152.623,153.854,152.555,152.83
2018-04-12,151.423,152.882,151.149,152.623
2018-04-11,151.983,152.247,151.25,151.449
2018-04-10,150.832,152.14,150.68,151.983
2018-04-09,150.617,151.493,150.47,150.831
2018-04-08,150.597,150.81,150.447,150.62
2018-04-06,150.03,151.224,149.86,150.62
2018-04-05,150.411,150.688,149.94,150.048
2018-04-04,149.79,150.431,148.77,150.412
2018-04-03,148.69,149.96,148.46,149.786
2018-04-02,149.172,149.676,148.36,148.686
2018-04-01,149.03,149.289,148.864,149.173
2018-03-30,149.424,149.46,148.796,148.95
2018-03-29,150.356,150.464,148.99,149.421
2018-03-28,149.3,150.62,149.1,150.351
2018-03-27,150.11,150.496,148.906,149.26
2018-03-26,148.22,150.204,148.192,150.106
2018-03-25,148.1,148.38,147.79,148.217
2018-03-23,147.977,148.977,147.66,148.07
2018-03-22,149.817,150.188,147.65,147.98
2018-03-21,149.17,150.315,148.921,149.814
2018-03-20,148.72,149.794,148.55,149.161
2018-03-19,147.77,149.686,147.019,148.724
2018-03-18,147.63,147.9,147.48,147.771
2018-03-16,148.12,148.213,147.22,147.83
2018-03-15,148.458,148.48,147.42,148.115
2018-03-14,148.77,149.17,147.73,148.454
2018-03-13,147.94,149.381,147.74,148.766
2018-03-12,148.15,148.213,147.39,147.93
2018-03-11,147.89,148.173,147.593,148.148
2018-03-10,147.93,147.94,147.93,147.94
2018-03-09,146.815,148.548,146.76,147.92
2018-03-08,147.52,147.664,146.35,146.814
2018-03-07,146.814,147.57,146.2,147.52
2018-03-06,147.036,148.015,146.52,146.812
2018-03-05,145.79,147.128,145.05,147.032
2018-03-04,145.75,145.97,145.419,145.777
2018-03-02,146.171,146.449,144.96,145.95
2018-03-01,146.71,147.487,145.98,146.146
2018-02-28,149.32,149.52,146.67,146.712
2018-02-27,149.42,149.815,148.81,149.309
2018-02-26,149.53,150.013,148.97,149.431
2018-02-25,149.16,150.06,149.16,149.526
2018-02-24,149.28,149.29,149.28,149.29
2018-02-23,148.94,149.517,148.62,149.23
2018-02-22,149.857,149.918,148.51,148.934
2018-02-21,150.2,150.935,149.408,149.86
2018-02-20,149.22,150.383,149.05,150.185
2018-02-19,149.163,149.473,148.849,149.187
2018-02-18,149.168,149.223,148.847,149.165
2018-02-17,149.11,149.11,149.11,149.11
2018-02-16,149.557,149.963,148.757,148.94
2018-02-15,149.82,150.186,148.92,149.569
2018-02-14,149.75,150.033,147.94,149.808
2018-02-13,150.44,150.623,148.95,149.727
2018-02-12,150.52,150.83,149.64,150.426
2018-02-11,150.377,150.517,150.165,150.448
2018-02-09,151.41,152.755,148.89,150.45
2018-02-08,151.705,154.045,150.81,151.399
2018-02-07,153.094,153.12,151.3,151.709
2018-02-06,152.419,153.127,151.18,153.111
2018-02-05,155.42,155.432,152.136,152.418
2018-02-04,155.56,155.56,155.13,155.416
2018-02-02,156.12,156.611,155.393,155.55
2018-02-01,155.02,156.449,154.93,156.111
2018-01-31,153.91,155.354,153.54,155.021
2018-01-30,153.36,154.089,151.94,153.899
2018-01-29,153.68,154.024,152.79,153.354
2018-01-28,153.753,153.85,153.54,153.642
2018-01-27,153.78,153.78,153.78,153.78
2018-01-26,154.691,155.858,153.4,153.67
2018-01-25,155.49,156.089,154.4,154.681
2018-01-24,154.41,155.721,154.1,155.483
2018-01-23,155.12,155.401,153.7,154.402
2018-01-22,153.66,155.258,153.48,155.107
2018-01-21,153.449,153.742,153.352,153.628
2018-01-20,153.48,153.48,153.48,153.48
2018-01-19,154.27,154.369,153.08,153.33
2018-01-18,153.75,154.581,153.6,154.274
2018-01-17,152.26,154.286,152.12,153.745
2018-01-16,152.52,153.1,152.018,152.261
2018-01-15,152.621,152.811,151.9,152.512
2018-01-14,152.384,152.691,152.38,152.618
2018-01-13,152.47,152.47,152.47,152.47
2018-01-12,150.583,152.677,150.56,152.36
2018-01-11,150.48,151.009,150.16,150.585
