date,GBP/JPY_O,GBP/JPY_H,GBP/JPY_L,GBP/JPY_C
2016-06-20,151.8,153.64,151.179,152.448
2016-06-19,149.66,151.814,149.66,151.763
2016-06-17,148.3,149.923,148.23,149.49
2016-06-16,150.31,150.357,145.36,148.29
2016-06-15,149.61,151.175,149.484,150.312
2016-06-14,150.53,151.262,149.17,149.616
2016-06-13,151.85,152.393,149.44,150.533
2016-06-12,152.45,152.57,151.624,151.829
2016-06-10,154.797,155.038,151.48,152.55
2016-06-09,155.116,155.282,153.62,154.797
2016-06-08,155.98,156.262,154.93,155.124
2016-06-07,155.436,157.942,154.97,155.972
2016-06-06,154.31,155.65,152.93,155.437
2016-06-05,154.79,154.86,153.764,154.3
2016-06-03,156.87,157.275,154.538,154.72
2016-06-02,157.903,157.961,156.55,156.869
2016-06-01,160.492,160.663,157.2,157.903
2016-05-31,162.291,163.893,159.83,160.494
2016-05-30,161.829,162.892,161.72,162.29
2016-05-29,161.29,161.921,161.17,161.819
2016-05-27,160.846,161.425,160.14,161.21
2016-05-26,161.963,162.179,160.7,160.846
2016-05-25,160.858,162.525,160.42,161.963
2016-05-24,158.249,161.052,158.088,160.858
2016-05-23,159.776,159.776,158.02,158.249
2016-05-22,159.61,160.0,159.607,159.764
2016-05-20,160.556,161.066,159.497,159.74
2016-05-19,160.78,161.634,160.12,160.522
2016-05-18,157.739,160.946,157.0,160.778
2016-05-17,157.16,158.981,157.12,157.734
2016-05-16,155.792,157.21,155.72,157.155
2016-05-15,156.08,156.15,155.657,155.789
2016-05-13,157.403,157.637,155.869,156.08
2016-05-12,156.569,158.482,156.23,157.399
2016-05-11,157.88,157.905,156.38,156.573
2016-05-10,156.189,158.0,156.04,157.872
2016-05-09,154.76,156.436,154.58,156.19
2016-05-08,154.58,154.831,154.05,154.756
2016-05-06,155.39,155.623,153.62,154.55
2016-05-05,155.1,155.861,154.84,155.388
2016-05-04,155.393,155.958,154.386,155.094
2016-05-03,156.075,156.21,154.4,155.389
2016-05-02,155.67,156.66,155.11,156.076
2016-05-01,155.43,155.751,154.85,155.661
2016-04-29,157.98,157.992,155.23,155.43
2016-04-28,162.134,162.58,157.05,157.973
2016-04-27,162.23,162.815,161.607,162.134
2016-04-26,161.04,162.7,160.43,162.207
2016-04-25,161.25,161.339,159.99,161.03
2016-04-24,160.84,161.92,160.49,161.244
2016-04-22,156.663,161.26,156.5,161.01
2016-04-21,157.334,158.39,156.59,156.647
2016-04-20,157.181,157.879,156.17,157.333
2016-04-19,155.36,157.715,155.33,157.16
2016-04-18,152.941,155.707,152.49,155.34
2016-04-15,154.704,155.311,154.06,154.609
2016-04-14,155.299,155.375,153.87,154.488
2016-04-13,154.891,155.756,154.72,155.316
2016-04-12,153.545,155.519,153.48,154.886
2016-04-11,152.93,154.46,151.95,153.538
2016-04-10,152.79,152.99,152.205,152.917
2016-04-08,152.25,154.236,152.179,152.72
2016-04-07,155.009,155.333,151.63,152.245
2016-04-06,156.116,156.66,154.513,155.007
2016-04-05,158.73,158.73,155.7,156.106
2016-04-04,158.881,159.584,158.14,158.72
2016-04-03,158.8,158.97,158.58,158.882
2016-04-01,161.7,161.73,158.687,158.86
2016-03-31,161.65,162.028,160.87,161.685
2016-03-30,162.25,162.575,161.317,161.637
2016-03-29,161.715,162.503,161.31,162.239
2016-03-28,160.24,161.858,160.1,161.715
2016-03-27,159.92,160.253,159.674,160.233
2016-03-25,159.57,160.184,159.31,159.89
2016-03-24,158.618,159.858,158.43,159.534
2016-03-23,159.656,160.03,158.45,158.618
2016-03-22,161.12,161.493,158.42,159.631
2016-03-21,161.3,161.352,160.116,161.1
2016-03-20,161.56,161.56,160.8,161.284
2016-03-19,161.5,161.5,161.5,161.5
2016-03-18,161.253,161.783,160.33,161.53
2016-03-17,160.666,161.578,158.99,161.25
2016-03-16,160.267,160.903,159.62,160.66
2016-03-15,162.695,162.933,159.52,160.267
2016-03-14,163.467,163.983,162.56,162.695
2016-03-13,163.55,163.95,163.389,163.468
2016-03-12,163.69,163.72,163.69,163.72
2016-03-11,161.66,164.099,161.04,163.91
2016-03-10,161.001,162.883,160.7,161.633
2016-03-09,160.095,161.354,159.45,161.027
2016-03-08,161.669,161.864,159.57,160.113
2016-03-07,161.91,162.23,160.349,161.669
2016-03-06,162.05,162.19,161.65,161.906
2016-03-05,161.91,161.91,161.91,161.91
2016-03-04,161.157,162.442,160.41,161.83
2016-03-03,159.908,161.293,159.63,161.171
2016-03-02,159.083,160.569,158.715,159.908
2016-03-01,156.436,159.524,156.19,159.074
2016-02-29,157.587,157.74,156.129,156.434
2016-02-28,157.94,158.16,157.536,157.587
2016-02-27,158.08,158.08,158.08,158.08
2016-02-26,157.539,158.556,157.196,158.1
2016-02-25,156.062,157.903,155.76,157.535
2016-02-24,157.033,157.309,154.704,156.061
2016-02-23,159.77,159.92,156.94,157.036
2016-02-22,160.956,161.559,159.11,159.762
2016-02-21,160.85,161.094,160.009,160.947
2016-02-20,162.06,162.06,162.06,162.06
2016-02-19,162.388,162.507,160.71,162.23
2016-02-18,162.995,163.966,162.02,162.371
2016-02-17,163.375,163.881,161.55,163.017
2016-02-16,165.25,166.087,162.41,163.372
2016-02-15,164.63,165.754,164.35,165.214
2016-02-14,163.87,164.738,163.58,164.629
2016-02-13,164.23,164.24,164.23,164.24
2016-02-12,162.941,164.776,161.64,164.25
2016-02-11,164.999,165.02,159.79,162.934
2016-02-10,166.525,167.64,164.4,164.999
2016-02-09,166.613,167.142,164.53,166.529
2016-02-08,169.54,170.632,165.953,166.597
2016-02-07,169.59,169.63,169.1,169.54
2016-02-06,169.44,169.44,169.44,169.44
2016-02-05,170.332,170.538,168.96,169.4
2016-02-04,172.216,172.474,170.008,170.304
2016-02-03,172.561,173.754,171.04,172.21
2016-02-02,174.5,174.563,172.431,172.553
2016-02-01,172.798,175.016,172.4,174.499
2016-01-31,172.46,173.03,172.382,172.772
2016-01-30,172.5,172.5,172.5,172.5
2016-01-29,170.547,174.175,170.07,172.5
2016-01-28,168.912,171.151,168.65,170.54
2016-01-27,169.943,170.028,168.54,168.922
2016-01-26,168.519,170.274,166.95,169.941
2016-01-25,169.405,170.01,168.28,168.515
2016-01-24,169.16,169.5,169.09,169.4
2016-01-23,169.46,169.46,169.46,169.46
2016-01-22,167.514,170.359,167.05,169.41
2016-01-21,165.919,167.721,164.43,167.525
2016-01-20,166.597,166.823,163.954,165.925
2016-01-19,167.336,169.102,166.316,166.597
2016-01-18,166.684,168.155,166.594,167.315
2016-01-17,166.66,166.786,166.23,166.685
2016-01-16,166.83,166.83,166.83,166.83
2016-01-15,170.325,170.571,166.22,166.84
2016-01-14,169.599,170.52,168.81,170.325
2016-01-13,169.842,171.291,169.4,169.592
2016-01-12,171.242,171.695,169.14,169.842
2016-01-11,169.429,172.283,169.359,171.242
2016-01-10,170.48,170.494,169.29,169.418
2016-01-09,170.27,170.44,170.27,170.44
2016-01-08,172.01,173.38,170.061,170.27
2016-01-07,173.261,173.76,170.73,172.01
2016-01-06,174.806,174.96,173.08,173.28
2016-01-05,175.58,176.163,174.07,174.815
2016-01-04,177.233,177.369,174.939,175.572
2016-01-03,177.16,177.36,176.94,177.22
2016-01-02,177.24,177.24,177.24,177.24
2016-01-01,177.21,177.47,177.104,177.24
2015-12-31,178.461,178.712,176.93,177.12
2015-12-30,178.465,179.041,178.22,178.457
2015-12-29,179.152,179.55,178.1,178.49
2015-12-28,179.414,180.051,178.95,179.14
2015-12-27,179.41,179.58,179.029,179.408
2015-12-25,179.41,179.85,179.123,179.64
2015-12-24,179.802,179.975,178.938,179.327
2015-12-23,179.442,180.156,179.29,179.797
2015-12-22,180.448,180.616,179.008,179.441
2015-12-21,180.79,181.224,179.93,180.443
2015-12-20,180.51,180.89,180.407,180.804
2015-12-19,180.59,180.59,180.57,180.57
2015-12-18,182.619,183.948,180.291,180.45
2015-12-17,183.259,183.678,182.34,182.614
2015-12-16,182.962,183.742,182.424,183.259
2015-12-15,183.443,184.224,182.56,182.941
2015-12-14,183.924,184.392,182.1,183.449
2015-12-13,184.01,184.57,183.84,183.922
2015-12-12,184.1,184.1,184.1,184.1
2015-12-11,184.372,185.058,183.54,184.12
2015-12-10,184.636,184.977,183.35,184.366
2015-12-09,184.472,185.393,183.68,184.649
2015-12-08,185.637,185.693,183.74,184.459
2015-12-07,186.108,186.346,185.445,185.634
2015-12-06,186.06,186.19,185.845,186.107
2015-12-05,186.019,186.019,185.925,185.967
2015-12-04,185.665,186.249,185.11,185.925
2015-12-03,184.2,185.902,183.98,185.665
2015-12-02,185.284,185.64,183.95,184.178
2015-12-01,185.51,186.022,184.92,185.288
2015-11-30,184.572,185.66,184.33,185.501
2015-11-29,184.74,184.74,184.13,184.57
2015-11-28,184.63,184.63,184.63,184.63
2015-11-27,185.153,185.321,184.22,184.53
2015-11-26,185.551,185.62,184.64,185.141
2015-11-25,184.803,185.804,184.48,185.547
2015-11-24,185.833,186.01,184.303,184.787
2015-11-23,186.555,186.977,185.623,185.818
2015-11-22,186.7,186.7,186.26,186.567
2015-11-21,186.479,186.479,186.385,186.429
2015-11-20,187.949,188.09,186.375,186.385
2015-11-19,188.179,188.81,187.563,187.962
2015-11-18,187.79,188.39,187.257,188.188
2015-11-17,187.367,187.99,186.84,187.783
2015-11-16,186.31,187.462,185.98,187.364
2015-11-15,186.8,186.8,185.98,186.301
2015-11-14,186.83,186.83,186.83,186.83
2015-11-13,186.723,187.032,186.39,186.9
2015-11-12,186.864,187.512,186.52,186.727
2015-11-11,186.317,187.05,185.93,186.869
2015-11-10,186.037,186.512,185.86,186.313
2015-11-09,185.559,186.609,185.291,186.034
2015-11-08,185.4,185.69,184.98,185.57
2015-11-07,185.36,185.36,185.36,185.36
2015-11-06,185.122,185.826,184.276,185.31
2015-11-05,186.987,187.701,184.94,185.116
2015-11-04,186.676,187.317,186.39,186.978
2015-11-03,186.108,186.89,185.85,186.684
2015-11-02,186.155,186.972,185.53,186.125
2015-11-01,186.0,186.47,185.68,186.136
2015-10-31,186.04,186.04,186.04,186.04
2015-10-30,185.3,186.728,184.299,186.12
2015-10-29,184.91,185.555,184.07,185.275
2015-10-28,184.391,185.039,183.87,184.896
2015-10-27,185.77,185.881,183.906,184.389
2015-10-26,185.889,186.02,185.128,185.766
2015-10-25,185.92,186.12,185.58,185.884
2015-10-23,185.745,186.312,185.23,185.97
2015-10-22,184.861,185.908,184.47,185.741
2015-10-21,185.025,185.57,184.707,184.859
2015-10-20,184.781,185.593,184.673,185.026
2015-10-19,184.27,185.102,183.81,184.779
2015-10-18,184.41,184.56,184.04,184.26
2015-10-16,184.07,184.731,183.62,184.43
2015-10-15,183.904,184.374,182.715,184.08
2015-10-14,182.65,184.337,182.31,183.896
2015-10-13,184.18,184.356,181.81,182.645
2015-10-12,184.161,184.7,183.915,184.174
2015-10-11,184.16,184.29,183.74,184.14
2015-10-09,184.08,184.853,183.9,184.16
2015-10-08,183.742,184.277,182.98,184.042
2015-10-07,183.1,184.054,182.48,183.759
2015-10-06,182.45,183.275,181.95,183.094
2015-10-05,182.18,183.205,182.073,182.435
2015-10-04,182.28,182.376,181.835,182.173
2015-10-03,181.93,181.93,181.93,181.93
2015-10-02,181.369,182.588,180.63,182.04
2015-10-01,181.365,182.041,181.06,181.365
2015-09-30,181.553,183.052,180.829,181.363
2015-09-29,181.846,182.524,180.93,181.551
2015-09-28,183.21,183.31,181.61,181.848
2015-09-27,183.2,183.38,182.78,183.189
2015-09-25,183.134,184.428,182.63,183.08
2015-09-24,183.32,183.559,181.59,183.14
2015-09-23,184.212,184.67,182.9,183.298
2015-09-22,186.908,186.94,184.08,184.22
2015-09-21,186.26,187.33,185.99,186.921
2015-09-20,186.22,186.61,185.86,186.231
2015-09-18,187.08,187.377,185.92,186.36
2015-09-17,186.834,188.308,186.68,187.094
2015-09-16,184.688,187.198,184.215,186.834
2015-09-15,185.585,186.102,184.19,184.682
2015-09-14,186.27,186.641,184.58,185.584
2015-09-13,185.97,186.293,185.64,186.253
2015-09-11,186.42,186.873,185.67,186.05
2015-09-10,184.776,187.335,184.207,186.418
2015-09-09,184.704,186.431,184.61,184.774
2015-09-08,182.117,184.963,181.79,184.704
2015-09-07,180.995,182.526,180.4,182.121
2015-09-06,180.65,181.026,180.11,180.99
2015-09-04,183.329,183.34,180.11,180.55
2015-09-03,184.45,184.713,182.66,183.334
2015-09-02,183.026,184.62,182.78,184.42
2015-09-01,186.057,186.233,182.451,183.028
2015-08-31,186.93,187.16,185.839,186.043
2015-08-30,187.01,187.61,186.6,186.917
2015-08-28,186.515,187.387,185.36,187.13
2015-08-27,186.13,186.84,185.42,186.524
2015-08-26,186.657,188.097,184.14,186.122
2015-08-25,186.512,189.994,186.06,186.647
2015-08-24,190.592,191.111,183.194,186.502
2015-08-23,191.59,191.62,190.553,190.588
2015-08-21,193.669,193.769,191.11,191.44
2015-08-20,194.31,194.546,193.27,193.662
2015-08-19,194.77,195.036,194.0,194.297
2015-08-18,193.868,195.28,193.51,194.759
2015-08-17,194.54,195.17,193.75,193.866
2015-08-16,194.454,194.71,194.217,194.529
2015-08-14,194.195,194.573,193.82,194.379
2015-08-13,193.94,194.74,193.644,194.174
2015-08-12,194.872,195.029,193.394,193.929
2015-08-11,194.12,194.997,193.959,194.872
2015-08-10,192.58,194.46,192.473,194.102
2015-08-09,192.35,192.638,192.238,192.572
2015-08-07,193.419,193.778,191.96,192.386
2015-08-06,194.716,195.256,193.1,193.418
2015-08-05,193.541,195.226,193.18,194.711
2015-08-04,193.26,193.828,193.03,193.53
2015-08-03,193.69,194.243,193.023,193.25
2015-08-02,193.652,193.9,193.45,193.679
2015-07-31,193.666,194.005,193.14,193.51
2015-07-30,193.39,194.592,193.295,193.673
2015-07-29,192.98,194.172,192.54,193.392
2015-07-28,191.787,193.235,191.437,192.972
2015-07-27,192.126,192.21,190.986,191.788
2015-07-26,191.98,192.177,191.735,192.124
2015-07-24,192.25,192.472,191.63,192.01
2015-07-23,193.572,193.923,191.91,192.23
2015-07-22,192.693,193.981,192.278,193.574
2015-07-21,193.45,193.87,192.5,192.694
2015-07-20,193.645,193.948,193.02,193.439
2015-07-19,193.59,193.728,193.339,193.645
2015-07-17,193.79,194.378,192.87,193.6
2015-07-16,193.82,193.942,193.025,193.776
2015-07-15,192.85,193.847,192.65,193.804
2015-07-14,191.396,192.955,190.541,192.838
2015-07-13,189.87,192.331,189.715,191.396
2015-07-12,190.54,190.54,188.783,189.846
2015-07-10,187.224,190.791,186.73,190.6
2015-07-09,185.471,187.37,185.22,187.22
2015-07-08,189.364,189.489,184.97,185.476
2015-07-07,191.293,191.585,188.21,189.367
2015-07-06,190.44,191.664,190.068,191.291
2015-07-05,191.27,191.27,189.144,190.431
2015-07-03,192.077,192.545,190.851,191.29
2015-07-02,192.34,192.94,191.907,192.078
2015-07-01,192.0,192.957,191.832,192.338
2015-06-30,192.751,193.02,191.69,191.982
2015-06-29,192.54,193.531,192.098,192.751
2015-06-28,194.87,194.87,191.323,192.521
2015-06-26,194.61,195.259,193.91,195.02
2015-06-25,194.56,194.771,193.45,194.607
2015-06-24,194.92,195.883,194.228,194.554
2015-06-23,195.25,195.499,194.56,194.911
2015-06-22,194.904,195.58,194.59,195.216
2015-06-21,194.78,195.4,194.78,194.909
2015-06-19,195.198,195.508,194.588,194.89
2015-06-18,195.46,195.843,194.32,195.192
2015-06-17,193.032,195.647,192.93,195.457
2015-06-16,192.493,193.153,192.03,193.032
2015-06-15,191.9,192.645,191.386,192.497
2015-06-14,191.98,191.98,191.369,191.849
2015-06-12,191.6,192.24,191.207,192.11
2015-06-11,190.41,191.952,190.286,191.577
2015-06-10,191.336,191.62,188.95,190.393
2015-06-09,191.19,191.361,189.5,191.322
2015-06-08,191.847,191.89,190.65,191.17
2015-06-07,191.82,191.86,191.236,191.827
2015-06-05,191.1,191.96,190.622,191.76
2015-06-04,190.53,191.694,189.81,191.084
2015-06-03,190.32,190.807,189.52,190.506
2015-06-02,189.74,190.537,189.11,190.314
2015-06-01,189.84,189.997,188.515,189.729
2015-05-31,189.69,189.89,189.512,189.822
2015-05-29,189.63,190.007,188.669,189.87
2015-05-28,189.95,190.718,189.25,189.644
2015-05-27,189.37,190.352,189.218,189.932
2015-05-26,188.12,189.672,187.86,189.349
2015-05-25,188.14,188.606,187.777,188.121
2015-05-24,188.06,188.211,187.909,188.145
2015-05-22,189.58,189.663,187.918,188.27
2015-05-21,188.358,190.018,187.92,189.566
2015-05-20,187.21,188.618,187.076,188.37
2015-05-19,187.88,187.972,185.93,187.181
2015-05-18,187.91,188.275,187.28,187.849
2015-05-17,187.6,187.938,187.49,187.904
2015-05-15,188.024,188.62,187.351,187.56
2015-05-14,187.53,188.53,187.34,188.026
2015-05-13,187.81,188.605,187.0,187.51
2015-05-12,187.11,188.375,186.7,187.79
2015-05-11,184.99,187.397,184.547,187.093
2015-05-10,185.02,185.128,184.527,184.975
2015-05-08,184.26,186.043,184.002,185.32
2015-05-07,182.03,184.895,180.922,184.25
2015-05-06,181.921,182.6,181.42,182.026
2015-05-05,181.596,182.788,181.43,181.906
2015-05-04,182.137,182.22,181.38,181.589
2015-05-03,181.99,182.34,181.856,182.094
2015-05-01,183.371,184.476,181.72,181.93
2015-04-30,183.658,184.153,182.559,183.371
2015-04-29,182.28,184.12,182.092,183.642
2015-04-28,181.344,182.415,180.664,182.276
2015-04-27,180.39,181.585,180.276,181.347
2015-04-26,180.41,180.513,180.171,180.382
2015-04-24,180.09,181.017,179.63,180.71
2015-04-23,180.42,180.46,179.29,180.04
2015-04-22,178.6,180.45,178.44,180.42
2015-04-21,177.71,178.902,177.46,178.591
2015-04-20,177.83,178.208,177.169,177.709
2015-04-19,177.75,178.14,177.41,177.814
2015-04-17,177.71,178.751,177.429,177.88
2015-04-16,176.689,178.035,176.577,177.697
2015-04-15,176.392,176.963,175.68,176.687
2015-04-14,176.153,176.621,174.85,176.395
2015-04-13,176.08,176.537,175.277,176.155
2015-04-12,176.01,176.08,175.719,176.039
2015-04-10,177.33,177.536,175.65,175.88
2015-04-09,178.75,179.088,177.08,177.324
2015-04-08,178.235,179.297,177.606,178.75
2015-04-07,177.93,179.189,177.78,178.235
2015-04-06,177.37,178.289,177.23,177.902
2015-04-05,177.38,177.51,177.15,177.331
2015-04-03,177.67,178.02,176.889,177.48
2015-04-02,177.428,177.953,176.75,177.658
2015-04-01,177.926,178.435,176.76,177.421
2015-03-31,177.819,178.318,177.08,177.926
2015-03-30,177.61,178.203,176.66,177.833
2015-03-29,177.18,177.658,177.18,177.6
2015-03-27,177.011,177.934,176.679,177.21
2015-03-26,177.82,177.922,176.456,177.011
2015-03-25,177.728,178.383,177.52,177.8
2015-03-24,179.05,179.218,177.49,177.729
2015-03-23,179.55,179.68,178.129,179.057
2015-03-22,179.53,179.8,179.113,179.538
2015-03-20,178.299,180.094,177.919,179.52
2015-03-19,179.721,179.912,177.697,178.298
2015-03-18,178.933,181.042,177.13,179.734
2015-03-17,179.9,180.142,178.52,178.937
2015-03-16,179.05,180.201,178.84,179.902
2015-03-15,178.97,179.15,178.53,179.055
2015-03-13,180.67,180.758,178.21,178.91
2015-03-12,181.4,181.79,180.176,180.639
2015-03-11,182.479,183.145,180.761,181.371
2015-03-10,183.34,183.919,182.232,182.484
2015-03-09,181.755,183.6,181.624,183.33
2015-03-08,181.603,181.822,181.489,181.752
2015-03-07,181.66,181.66,181.63,181.63
2015-03-06,183.16,183.195,181.456,181.66
2015-03-05,182.73,183.716,182.369,183.142
2015-03-04,183.801,184.0,182.51,182.721
2015-03-03,184.584,184.725,183.63,183.807
2015-03-02,184.65,184.921,184.14,184.592
2015-03-01,184.43,184.91,184.21,184.629
2015-02-28,184.55,184.55,184.48,184.55
2015-02-27,183.94,185.01,183.52,184.55
2015-02-26,184.52,185.027,183.57,183.924
2015-02-25,183.804,184.67,183.509,184.505
2015-02-24,183.638,184.858,183.52,183.796
2015-02-23,183.248,184.016,182.58,183.637
2015-02-22,183.2,183.66,183.128,183.231
2015-02-20,183.49,183.667,181.64,183.3
2015-02-19,183.275,184.033,183.021,183.483
2015-02-18,182.92,184.205,182.569,183.272
2015-02-17,182.0,183.395,181.558,182.91
2015-02-16,182.81,183.213,181.481,181.973
2015-02-15,182.945,183.043,182.255,182.819
2015-02-14,182.91,182.91,182.65,182.65
2015-02-13,183.26,183.354,182.467,182.91
2015-02-12,183.33,184.175,181.066,183.237
2015-02-11,182.2,183.963,181.98,183.312
2015-02-10,180.457,182.263,180.235,182.174
2015-02-09,181.352,181.622,180.14,180.443
2015-02-08,181.64,181.851,181.028,181.363
2015-02-07,181.59,181.59,181.59,181.59
2015-02-06,180.17,181.803,179.471,181.59
2015-02-05,178.086,180.402,177.71,180.15
2015-02-04,177.999,179.292,177.568,178.106
2015-02-03,176.82,178.4,175.478,178.008
2015-02-02,176.74,177.728,176.098,176.8
2015-02-01,177.141,177.294,176.004,176.712
2015-01-30,178.313,178.567,176.11,177.0
2015-01-29,177.95,178.943,177.68,178.33
2015-01-28,178.804,179.39,177.619,177.93
2015-01-27,178.6,179.422,177.82,178.794
2015-01-26,176.501,178.933,175.723,178.59
2015-01-25,176.68,176.728,176.084,176.474
2015-01-23,178.06,178.55,176.13,176.58
2015-01-22,178.56,179.225,177.19,178.019
2015-01-21,179.762,179.855,177.03,178.552
2015-01-20,177.697,180.277,177.51,179.754
2015-01-19,177.73,178.366,176.97,177.72
2015-01-18,178.24,178.36,177.463,177.685
2015-01-17,178.22,178.22,178.22,178.22
2015-01-16,176.348,178.336,175.854,178.22
2015-01-15,178.627,179.581,175.753,176.37
2015-01-14,178.76,178.872,176.84,178.614
2015-01-13,179.516,180.092,178.08,178.741
2015-01-12,179.705,180.55,179.0,179.515
2015-01-11,179.78,179.831,179.382,179.723
2015-01-10,179.68,179.68,179.68,179.68
2015-01-09,180.547,180.92,179.44,179.56
2015-01-08,180.233,180.935,179.96,180.54
2015-01-07,179.513,180.749,179.407,180.242
2015-01-06,181.94,182.34,179.042,179.529
2015-01-05,184.03,184.429,181.69,181.932
2015-01-04,184.71,184.789,182.846,184.033
2015-01-03,184.7,184.7,184.63,184.66
2015-01-02,186.687,187.312,184.274,184.7
2015-01-01,186.44,186.87,186.25,186.689
2014-12-31,185.85,187.0,185.67,186.44
2014-12-30,187.018,187.11,184.925,185.839
2014-12-27,187.49,187.49,187.33,187.49
2014-12-26,187.071,187.49,186.889,187.49
2014-12-25,187.3,187.52,186.547,187.067
2014-12-24,187.35,187.47,186.591,187.21
2014-12-23,187.11,187.483,186.459,187.329
2014-12-22,186.732,187.548,186.468,187.097
2014-12-21,186.569,186.95,186.374,186.773
2014-12-20,186.78,186.79,186.73,186.79
2014-12-19,186.348,187.25,186.012,186.78
2014-12-18,185.053,186.728,184.393,186.352
2014-12-17,183.448,185.09,182.989,185.077
2014-12-16,184.314,185.093,181.571,183.439
2014-12-15,185.929,187.052,183.813,184.325
2014-12-14,186.48,187.13,185.646,185.929
2014-12-13,186.79,186.79,186.79,186.79
2014-12-12,186.915,187.36,185.57,186.79
2014-12-11,185.36,187.758,184.937,186.92
2014-12-10,187.341,187.831,184.943,185.354
2014-12-09,188.694,189.212,185.179,187.337
2014-12-08,189.627,189.65,188.403,188.661
2014-12-07,189.224,189.69,189.1,189.622
2014-12-06,189.22,189.28,189.22,189.22
2014-12-05,187.78,189.709,187.27,189.22
2014-12-04,187.94,188.235,187.572,187.771
2014-12-03,186.412,188.191,186.25,187.904
2014-12-02,186.09,186.929,186.004,186.421
2014-12-01,185.79,186.34,185.02,186.086
2014-11-30,185.54,185.98,185.54,185.779
2014-11-29,185.66,185.77,185.62,185.77
2014-11-28,185.31,185.92,185.2,185.664
2014-11-27,185.734,185.83,184.99,185.301
2014-11-26,185.202,186.108,184.748,185.716
2014-11-25,185.81,186.079,184.5,185.19
2014-11-24,185.84,186.01,185.61,185.77
2014-11-23,184.34,184.61,184.207,184.421
2014-11-22,184.5,184.5,184.5,184.5
2014-11-21,185.559,185.7,183.95,184.49
2014-11-20,185.3,186.127,184.928,185.568
2014-11-19,182.637,185.463,182.5,185.291
2014-11-18,182.41,183.334,182.22,182.641
2014-11-17,182.69,183.384,181.07,182.397
2014-11-16,182.36,182.88,182.25,182.653
2014-11-15,182.2,182.2,182.2,182.2
2014-11-14,181.795,182.663,181.57,182.2
2014-11-13,182.237,182.784,181.515,181.791
2014-11-12,184.34,184.551,181.94,182.231
2014-11-11,183.813,184.666,183.357,184.347
2014-11-10,181.85,182.254,181.05,181.951
2014-11-09,181.92,182.073,181.506,181.834
2014-11-08,181.86,181.86,181.86,181.86
2014-11-07,182.135,182.171,181.196,181.89
2014-11-06,183.18,184.28,181.89,182.38
2014-11-05,181.75,183.39,181.49,183.13
2014-11-04,182.03,182.1,181.12,181.79
2014-11-03,179.9,182.5,179.66,182.12
2014-10-31,174.84,179.82,174.68,179.65
2014-10-30,174.25,175.15,173.99,174.83
2014-10-29,174.41,174.65,174.01,174.27
2014-10-28,173.82,174.72,173.7,174.43
2014-10-27,174.11,174.18,173.42,173.81
2014-10-24,173.52,174.03,172.96,174.02
2014-10-23,171.97,173.64,171.72,173.59
2014-10-22,172.53,172.58,171.1,171.96
2014-10-21,172.83,172.87,171.78,172.58
2014-10-20,172.25,172.97,172.21,172.85
2014-10-17,170.86,172.03,170.2,172.02
2014-10-16,169.61,171.17,168.57,170.81
2014-10-15,170.36,171.12,168.07,169.72
2014-10-14,171.95,172.46,169.96,170.38
2014-10-13,172.68,172.98,171.73,171.95
2014-10-10,173.78,173.99,172.73,173.03
2014-10-09,174.72,174.98,173.58,173.77
2014-10-08,174.06,174.95,173.44,174.73
2014-10-07,174.83,175.13,173.71,174.06
2014-10-06,175.21,175.35,174.47,174.85
2014-10-03,175.04,175.87,174.97,175.25
2014-10-02,176.35,176.62,174.32,175.02
2014-10-01,177.73,178.12,176.17,176.34
2014-09-30,177.78,178.08,177.38,177.72
2014-09-29,177.53,178.16,177.37,177.76
2014-09-26,177.44,178.1,177.18,177.54
2014-09-25,178.19,178.48,177.14,177.43
2014-09-24,178.44,178.44,177.64,178.17
2014-09-23,178.04,178.72,176.65,178.42
2014-09-22,177.59,178.3,177.49,178.04
2014-09-19,178.59,180.64,177.46,177.6
2014-09-18,176.32,178.94,176.22,178.77
2014-09-17,174.35,176.54,174.12,176.34
2014-09-16,173.94,174.46,173.06,174.32
2014-09-15,174.55,174.58,173.83,173.95
2014-09-12,174.05,174.64,173.79,174.61
2014-09-11,173.08,174.15,172.75,174.12
2014-09-10,171.05,173.29,170.98,173.1
2014-09-09,170.57,171.5,170.5,171.01
2014-09-08,170.15,171.08,169.35,170.53
2014-09-05,171.77,172.21,170.95,171.55
2014-09-04,172.56,172.73,171.66,171.79
2014-09-03,173.07,173.35,172.37,172.6
2014-09-02,173.27,173.93,172.98,173.09
2014-09-01,172.76,173.4,172.72,173.26
2014-08-29,172.04,172.8,171.9,172.73
2014-08-28,172.18,172.27,171.67,172.04
2014-08-27,172.12,172.52,172.01,172.16
2014-08-26,172.39,172.57,172.02,172.18
2014-08-25,172.4,172.68,172.27,172.4
2014-08-22,172.12,172.6,171.63,172.23
2014-08-21,172.1,172.38,171.9,172.13
2014-08-20,170.98,172.31,170.95,172.07
2014-08-19,171.54,171.63,170.67,171.01
2014-08-18,171.13,171.67,171.02,171.56
2014-08-15,170.98,171.42,170.46,170.9
2014-08-14,170.92,171.22,170.68,170.98
2014-08-13,171.87,172.43,170.86,170.93
2014-08-12,171.53,171.95,171.37,171.86
2014-08-11,171.26,171.61,171.23,171.55
2014-08-08,171.85,171.9,170.71,171.14
2014-08-07,172.08,172.62,171.68,171.86
