Timestamp,XAGUSD_Open,XAGUSD_High,XAGUSD_Low,XAGUSD_Close,XAGUSD_Trend
2004-05-10 00:00:00,5.4060000000000015,5.559,5.23,5.499,1.0
2004-05-11 00:00:00,5.605,5.75,5.408,5.517,1.0
2004-05-12 00:00:00,5.452000000000001,5.589,5.291,5.529,-1.0
2004-05-13 00:00:00,5.438,5.5920000000000005,5.301,5.356,1.0
2004-05-14 00:00:00,5.4860000000000015,5.5939999999999985,5.316,5.5,1.0
2004-05-17 00:00:00,5.617000000000001,5.776,5.4460000000000015,5.709,-1.0
2004-05-18 00:00:00,5.478,5.715,5.3889999999999985,5.6389999999999985,-1.0
2004-05-19 00:00:00,5.5120000000000005,5.6610000000000005,5.348,5.597,1.0
2004-05-20 00:00:00,5.835,5.881,5.595,5.778,-1.0
2004-05-21 00:00:00,5.775,5.814,5.562,5.757999999999999,-1.0
2004-05-24 00:00:00,5.742000000000001,5.854,5.546,5.642,1.0
2004-05-25 00:00:00,5.8610000000000015,5.976,5.62,5.794,1.0
2004-05-26 00:00:00,5.934,6.064,5.784,5.9689999999999985,1.0
2004-05-27 00:00:00,5.853,6.061,5.7920000000000025,6.01,1.0
2004-05-28 00:00:00,6.0539999999999985,6.183,5.8889999999999985,6.075,1.0
2004-05-31 00:00:00,5.888,6.1320000000000014,5.867000000000001,6.106,-1.0
2004-06-01 00:00:00,6.024,6.136,5.855,5.992000000000001,1.0
2004-06-02 00:00:00,5.854,6.096,5.7570000000000014,6.009,-1.0
2004-06-03 00:00:00,5.729,5.865,5.547999999999999,5.751,-1.0
2004-06-04 00:00:00,5.695,5.754,5.4689999999999985,5.617000000000001,1.0
2004-06-07 00:00:00,5.735,5.835,5.561,5.712999999999999,1.0
2004-06-08 00:00:00,5.732,5.881,5.6,5.839,-1.0
2004-06-09 00:00:00,5.72,5.767,5.496,5.666,-1.0
2004-06-10 00:00:00,5.5120000000000005,5.58,5.311,5.439,1.0
2004-06-11 00:00:00,5.5470000000000015,5.69,5.407,5.455,-1.0
2004-06-14 00:00:00,5.4170000000000025,5.685,5.412000000000001,5.441,1.0
2004-06-15 00:00:00,5.544,5.634,5.332999999999998,5.599,1.0
2004-06-16 00:00:00,5.643,5.733,5.445,5.692,-1.0
2004-06-17 00:00:00,5.631,5.714,5.403,5.597,1.0
2004-06-18 00:00:00,5.843,5.912000000000001,5.586,5.8039999999999985,1.0
2004-06-21 00:00:00,5.809,5.956,5.6560000000000015,5.84,-1.0
2004-06-22 00:00:00,5.815,5.87,5.572,5.749,-1.0
2004-06-23 00:00:00,5.752999999999999,5.834,5.57,5.606,1.0
2004-06-24 00:00:00,5.729,5.914,5.5779999999999985,5.64,1.0
2004-06-25 00:00:00,6.085,6.138,5.841,6.065,-1.0
2004-06-28 00:00:00,5.948,6.14,5.869,6.049,-1.0
2004-06-29 00:00:00,5.837999999999999,5.935,5.6179999999999986,5.8660000000000005,-1.0
2004-06-30 00:00:00,5.724,5.854,5.565,5.629,1.0
2004-07-01 00:00:00,5.728,5.8420000000000005,5.545,5.672999999999999,1.0
2004-07-02 00:00:00,5.785,5.919,5.642,5.791,1.0
2004-07-05 00:00:00,5.8820000000000014,6.01,5.718,5.902,-1.0
2004-07-06 00:00:00,5.88,6.03,5.712999999999999,5.8889999999999985,1.0
2004-07-07 00:00:00,5.9060000000000015,5.98,5.684,5.896,1.0
2004-07-08 00:00:00,6.022,6.127000000000002,5.858,6.087999999999999,1.0
2004-07-09 00:00:00,6.158,6.3729999999999976,6.068,6.239,1.0
2004-07-12 00:00:00,6.396,6.468,6.18,6.4289999999999985,1.0
2004-07-13 00:00:00,6.324,6.5429999999999975,6.2070000000000025,6.438,-1.0
2004-07-14 00:00:00,6.3,6.431,6.056,6.221,1.0
2004-07-15 00:00:00,6.506,6.614,6.265,6.475,1.0
2004-07-16 00:00:00,6.473,6.626,6.27,6.56,1.0
2004-07-19 00:00:00,6.569,6.6679999999999975,6.371,6.569,-1.0
2004-07-20 00:00:00,6.516,6.6179999999999986,6.33,6.513,-1.0
