Timestamp,USDJPY_Open,USDJPY_High,USDJPY_Low,USDJPY_Close,USDJPY_Trend
2003-08-14 00:00:00,119.241,119.336,119.21,119.281,-1.0
2003-08-15 00:00:00,118.84299999999999,119.044,118.736,119.04,-1.0
2003-08-18 00:00:00,119.085,119.21700000000001,119.064,119.18700000000001,1.0
2003-08-19 00:00:00,119.325,119.352,119.243,119.335,1.0
2003-08-20 00:00:00,118.613,118.758,118.552,118.67299999999999,-1.0
2003-08-21 00:00:00,118.09700000000001,118.166,117.91799999999999,118.016,1.0
2003-08-22 00:00:00,117.802,117.86,117.719,117.805,0.0
2003-08-25 00:00:00,117.48,117.61200000000001,117.396,117.51799999999999,1.0
2003-08-26 00:00:00,117.37700000000001,117.428,117.304,117.346,1.0
2003-08-27 00:00:00,117.37200000000001,117.50299999999999,117.34700000000001,117.449,-1.0
2003-08-28 00:00:00,117.47200000000001,117.509,117.37,117.49700000000001,-1.0
2003-08-29 00:00:00,117.3,117.3,117.008,117.104,0.0
2003-09-01 00:00:00,116.569,116.65799999999999,116.52,116.54700000000001,1.0
2003-09-02 00:00:00,116.515,116.77799999999999,116.508,116.72200000000001,-1.0
2003-09-03 00:00:00,116.50299999999999,116.568,116.359,116.395,-1.0
2003-09-04 00:00:00,115.96799999999999,115.985,115.788,115.9,1.0
2003-09-05 00:00:00,116.79700000000001,116.898,116.698,116.838,1.0
2003-09-08 00:00:00,117.61399999999999,117.667,117.23,117.264,-1.0
2003-09-09 00:00:00,116.60700000000001,116.70299999999999,116.575,116.664,-1.0
2003-09-10 00:00:00,116.802,116.961,116.802,116.905,-1.0
2003-09-11 00:00:00,117.07,117.126,117.038,117.09200000000001,1.0
2003-09-12 00:00:00,117.115,117.176,117.06700000000001,117.15299999999999,-1.0
2003-09-15 00:00:00,117.243,117.31299999999999,117.22,117.292,1.0
2003-09-16 00:00:00,117.39200000000001,117.4,117.196,117.257,-1.0
2003-09-17 00:00:00,116.163,116.25299999999999,116.065,116.205,-1.0
2003-09-18 00:00:00,116.098,116.141,116.025,116.103,-1.0
2003-09-19 00:00:00,115.24799999999999,115.415,115.23,115.38799999999999,-1.0
2003-09-22 00:00:00,112.11399999999999,112.448,112.01700000000001,112.431,-1.0
2003-09-23 00:00:00,112.008,112.213,112.005,112.131,-1.0
2003-09-24 00:00:00,112.235,112.31200000000001,112.12200000000001,112.12899999999999,-1.0
2003-09-25 00:00:00,111.887,111.995,111.693,111.726,1.0
2003-09-26 00:00:00,112.06,112.145,111.958,112.06299999999999,-1.0
2003-09-29 00:00:00,111.59200000000001,111.617,111.5,111.53200000000001,-1.0
2003-09-30 00:00:00,111.745,111.75200000000001,111.095,111.184,-1.0
2003-10-01 00:00:00,111.288,111.447,111.196,111.291,-1.0
2003-10-02 00:00:00,110.975,111.01700000000001,110.863,111.00299999999999,-1.0
2003-10-03 00:00:00,110.898,110.943,110.819,110.867,-1.0
2003-10-06 00:00:00,111.007,111.131,110.95700000000001,111.06,1.0
2003-10-07 00:00:00,111.07,111.111,111.00299999999999,111.05,-1.0
2003-10-08 00:00:00,109.512,109.699,109.50299999999999,109.633,-1.0
2003-10-09 00:00:00,109.53,109.57700000000001,109.459,109.46700000000001,-1.0
2003-10-10 00:00:00,109.103,109.287,109.09,109.22,-1.0
2003-10-13 00:00:00,108.436,108.55,108.427,108.527,-1.0
2003-10-14 00:00:00,109.01299999999999,109.116,108.895,109.09100000000001,1.0
2003-10-15 00:00:00,108.848,108.96600000000001,108.78,108.819,1.0
2003-10-16 00:00:00,109.573,109.662,109.501,109.65899999999999,1.0
2003-10-17 00:00:00,109.598,109.78399999999999,109.555,109.765,1.0
2003-10-20 00:00:00,108.93700000000001,109.22200000000001,108.921,109.199,1.0
2003-10-21 00:00:00,110.274,110.31,109.71,109.80799999999999,1.0
2003-10-22 00:00:00,109.542,109.596,109.46,109.501,1.0
2003-10-23 00:00:00,108.94,109.055,108.84700000000001,109.00200000000001,1.0
2003-10-24 00:00:00,109.435,109.633,109.42200000000001,109.59899999999999,-1.0
2003-10-27 00:00:00,108.90700000000001,109.041,108.855,108.881,1.0
2003-10-28 00:00:00,108.462,108.492,108.29,108.43,-1.0
2003-10-29 00:00:00,108.165,108.186,108.075,108.13,1.0
2003-10-30 00:00:00,108.18700000000001,108.305,108.17299999999999,108.255,-1.0
2003-10-31 00:00:00,108.615,108.785,108.6,108.736,1.0
2003-11-03 00:00:00,109.73,109.89299999999999,109.72200000000001,109.853,1.0
2003-11-04 00:00:00,110.771,110.79700000000001,110.435,110.617,-1.0
2003-11-05 00:00:00,109.54299999999999,109.78,109.54,109.679,-1.0
2003-11-06 00:00:00,109.852,109.994,109.824,109.98100000000001,1.0
2003-11-07 00:00:00,110.13,110.175,110.021,110.166,-1.0
2003-11-10 00:00:00,109.512,109.62700000000001,109.492,109.51700000000001,-1.0
2003-11-11 00:00:00,108.728,109.01700000000001,108.63799999999999,108.79299999999999,-1.0
2003-11-12 00:00:00,108.757,108.859,108.67399999999999,108.819,-1.0
