Timestamp,USDCHF_Open,USDCHF_High,USDCHF_Low,USDCHF_Close,USDCHF_Trend
2003-08-14 00:00:00,1.3665100000000001,1.36766,1.3634600000000001,1.36494,1.0
2003-08-15 00:00:00,1.37025,1.3715600000000001,1.36799,1.36941,1.0
2003-08-18 00:00:00,1.37043,1.3739,1.37019,1.3731,1.0
2003-08-19 00:00:00,1.38925,1.38974,1.38842,1.38873,1.0
2003-08-20 00:00:00,1.3892200000000001,1.39069,1.3875,1.39069,1.0
2003-08-21 00:00:00,1.38713,1.39095,1.38704,1.39055,1.0
2003-08-22 00:00:00,1.41161,1.4133,1.41078,1.4127100000000001,-1.0
2003-08-25 00:00:00,1.41897,1.4191200000000002,1.41634,1.4167299999999998,-1.0
2003-08-26 00:00:00,1.4219,1.4219700000000002,1.4188100000000001,1.42096,-1.0
2003-08-27 00:00:00,1.40975,1.41175,1.40914,1.41149,1.0
2003-08-28 00:00:00,1.4184299999999999,1.41963,1.41626,1.41714,1.0
2003-08-29 00:00:00,1.41415,1.4141700000000001,1.41088,1.4115,1.0
2003-09-01 00:00:00,1.3981,1.40041,1.3978700000000002,1.40025,1.0
2003-09-02 00:00:00,1.40252,1.40571,1.40221,1.4052,0.0
2003-09-03 00:00:00,1.41835,1.42296,1.41734,1.4216,1.0
2003-09-04 00:00:00,1.4192200000000001,1.4192200000000001,1.4166299999999998,1.4168,1.0
2003-09-05 00:00:00,1.4059,1.40763,1.40578,1.40713,-1.0
2003-09-08 00:00:00,1.38598,1.38598,1.38414,1.38496,1.0
2003-09-09 00:00:00,1.39209,1.3942700000000001,1.39209,1.39305,-1.0
2003-09-10 00:00:00,1.37883,1.37953,1.37764,1.3785,1.0
2003-09-11 00:00:00,1.38625,1.3865,1.3845,1.38496,1.0
2003-09-12 00:00:00,1.3860299999999999,1.38706,1.3847,1.38638,-1.0
2003-09-15 00:00:00,1.3786200000000002,1.38066,1.37836,1.37985,-1.0
2003-09-16 00:00:00,1.38058,1.38104,1.37947,1.37955,-1.0
2003-09-17 00:00:00,1.39029,1.39256,1.39004,1.39137,-1.0
2003-09-18 00:00:00,1.3797,1.38045,1.37887,1.38028,1.0
2003-09-19 00:00:00,1.38521,1.3861299999999999,1.38471,1.3854799999999998,-1.0
2003-09-22 00:00:00,1.35808,1.36059,1.35784,1.36049,1.0
2003-09-23 00:00:00,1.35325,1.35394,1.35222,1.35335,-1.0
2003-09-24 00:00:00,1.35837,1.35866,1.3573,1.35804,-1.0
2003-09-25 00:00:00,1.35102,1.3524200000000002,1.35051,1.3516,1.0
2003-09-26 00:00:00,1.34512,1.34569,1.34404,1.3454700000000002,1.0
2003-09-29 00:00:00,1.3447200000000001,1.3468,1.3439,1.34643,1.0
2003-09-30 00:00:00,1.3273700000000002,1.32796,1.32352,1.32416,-1.0
2003-10-01 00:00:00,1.3174,1.31807,1.31645,1.3167,-1.0
2003-10-02 00:00:00,1.31493,1.31587,1.31409,1.31445,-1.0
2003-10-03 00:00:00,1.31851,1.32059,1.3179299999999998,1.31891,-1.0
2003-10-06 00:00:00,1.33318,1.3343399999999999,1.33231,1.33382,1.0
2003-10-07 00:00:00,1.3197299999999998,1.32026,1.3189799999999998,1.32008,1.0
2003-10-08 00:00:00,1.3138,1.31421,1.3119399999999999,1.31392,1.0
2003-10-09 00:00:00,1.30992,1.31013,1.30792,1.3083799999999999,1.0
2003-10-10 00:00:00,1.31752,1.31928,1.31745,1.31914,1.0
2003-10-13 00:00:00,1.3104200000000001,1.31166,1.3104200000000001,1.31142,1.0
2003-10-14 00:00:00,1.32408,1.32941,1.32335,1.32922,1.0
2003-10-15 00:00:00,1.3176700000000001,1.3184,1.3169600000000001,1.31788,1.0
2003-10-16 00:00:00,1.33197,1.33217,1.33063,1.3310799999999998,1.0
2003-10-17 00:00:00,1.3361,1.33711,1.33511,1.33586,-1.0
2003-10-20 00:00:00,1.3263,1.32912,1.32556,1.32912,1.0
2003-10-21 00:00:00,1.33407,1.33525,1.33336,1.33428,-1.0
2003-10-22 00:00:00,1.33165,1.3322100000000001,1.3305799999999999,1.3316700000000001,-1.0
2003-10-23 00:00:00,1.3121200000000002,1.3142399999999999,1.31184,1.31275,-1.0
2003-10-24 00:00:00,1.30849,1.31011,1.3079100000000001,1.30995,-1.0
2003-10-27 00:00:00,1.31342,1.3148,1.31284,1.3141200000000002,-1.0
2003-10-28 00:00:00,1.3181399999999999,1.31998,1.31758,1.31998,1.0
2003-10-29 00:00:00,1.33148,1.3321,1.32952,1.33005,-1.0
2003-10-30 00:00:00,1.3297299999999999,1.3304799999999999,1.32915,1.33008,1.0
2003-10-31 00:00:00,1.33265,1.33375,1.3317299999999999,1.33333,-1.0
2003-11-03 00:00:00,1.3398700000000001,1.3410600000000001,1.3391899999999999,1.34105,-1.0
2003-11-04 00:00:00,1.35991,1.36164,1.35965,1.36055,1.0
2003-11-05 00:00:00,1.36415,1.36487,1.3635,1.36435,0.0
2003-11-06 00:00:00,1.3706399999999999,1.37155,1.37004,1.3714600000000001,-1.0
2003-11-07 00:00:00,1.37729,1.37806,1.37609,1.37666,-1.0
2003-11-10 00:00:00,1.3672799999999998,1.36814,1.36461,1.365,-1.0
2003-11-11 00:00:00,1.3741,1.37496,1.3726399999999999,1.3726399999999999,-1.0
2003-11-12 00:00:00,1.36247,1.36264,1.36153,1.36198,-1.0
2003-11-13 00:00:00,1.34932,1.35096,1.34847,1.35005,-1.0
2003-11-14 00:00:00,1.33565,1.33638,1.334,1.33494,-1.0
2003-11-17 00:00:00,1.3202200000000002,1.3205200000000001,1.3175299999999999,1.31981,1.0
2003-11-18 00:00:00,1.3249799999999998,1.32515,1.3221399999999999,1.32315,-1.0
2003-11-19 00:00:00,1.29355,1.29477,1.29149,1.29186,1.0
2003-11-20 00:00:00,1.30575,1.30611,1.30312,1.30418,-1.0
2003-11-21 00:00:00,1.30059,1.30152,1.3,1.30105,1.0
2003-11-24 00:00:00,1.29901,1.29901,1.29702,1.29738,1.0
2003-11-25 00:00:00,1.31837,1.32112,1.3182399999999999,1.3198,-1.0
2003-11-26 00:00:00,1.31907,1.3191899999999999,1.31685,1.31769,-1.0
2003-11-27 00:00:00,1.29465,1.29522,1.29351,1.29482,1.0
2003-11-28 00:00:00,1.2988,1.29903,1.29752,1.2982200000000002,1.0
2003-12-01 00:00:00,1.2874,1.28884,1.28595,1.2885799999999998,1.0
2003-12-02 00:00:00,1.29786,1.29841,1.29619,1.29768,-1.0
2003-12-03 00:00:00,1.2870700000000002,1.28805,1.28586,1.2876299999999998,1.0
2003-12-04 00:00:00,1.28582,1.28692,1.28505,1.28672,-1.0
2003-12-05 00:00:00,1.2883200000000001,1.2888700000000002,1.28659,1.28816,1.0
2003-12-08 00:00:00,1.27498,1.2757,1.27411,1.27488,1.0
2003-12-09 00:00:00,1.2672700000000001,1.26811,1.26615,1.2670299999999999,-1.0
2003-12-10 00:00:00,1.26316,1.26549,1.2626700000000002,1.26506,1.0
2003-12-11 00:00:00,1.26908,1.27075,1.26836,1.26896,-1.0
2003-12-12 00:00:00,1.26888,1.27042,1.2684799999999998,1.26996,1.0
2003-12-15 00:00:00,1.2743200000000001,1.27463,1.27165,1.2728700000000002,1.0
2003-12-16 00:00:00,1.26085,1.26214,1.26044,1.26158,1.0
2003-12-17 00:00:00,1.2599200000000002,1.2605,1.25873,1.26015,1.0
2003-12-18 00:00:00,1.25367,1.2548700000000002,1.25318,1.25396,-1.0
2003-12-19 00:00:00,1.25003,1.25153,1.24921,1.25109,-1.0
2003-12-22 00:00:00,1.2571,1.2572,1.2536100000000001,1.25429,1.0
2003-12-23 00:00:00,1.25778,1.2578799999999999,1.25605,1.25658,1.0
2003-12-24 00:00:00,1.25725,1.25727,1.25545,1.25663,1.0
2003-12-25 00:00:00,1.24735,1.2484899999999999,1.24645,1.24645,1.0
2003-12-26 00:00:00,1.24758,1.24783,1.24645,1.24759,-1.0
2003-12-29 00:00:00,1.25338,1.2546700000000002,1.25272,1.25349,1.0
2003-12-30 00:00:00,1.24855,1.25048,1.24845,1.2493100000000001,-1.0
2003-12-31 00:00:00,1.2422,1.24325,1.24171,1.24235,-1.0
2004-01-01 00:00:00,1.23855,1.23935,1.23845,1.23935,-1.0
2004-01-02 00:00:00,1.2401799999999998,1.24101,1.23814,1.24082,1.0
2004-01-05 00:00:00,1.235,1.23501,1.23139,1.2325700000000002,-1.0
2004-01-06 00:00:00,1.23193,1.23276,1.23092,1.232,1.0
2004-01-07 00:00:00,1.23183,1.23221,1.2303,1.2318799999999999,1.0
2004-01-08 00:00:00,1.23959,1.24298,1.23922,1.24166,1.0
2004-01-09 00:00:00,1.22658,1.22784,1.22491,1.22745,-1.0
2004-01-12 00:00:00,1.219,1.2203700000000002,1.21895,1.2197799999999999,1.0
2004-01-13 00:00:00,1.22758,1.23024,1.2268299999999999,1.2292399999999999,-1.0
2004-01-14 00:00:00,1.2194399999999999,1.2234399999999999,1.21927,1.22256,1.0
2004-01-15 00:00:00,1.23175,1.23357,1.23158,1.23308,-1.0
2004-01-16 00:00:00,1.243,1.24356,1.24211,1.24322,1.0
2004-01-19 00:00:00,1.2658,1.26785,1.26557,1.2671299999999999,1.0
2004-01-20 00:00:00,1.27063,1.2712700000000001,1.26876,1.2690299999999999,-1.0
